13328564,테토테,부산 금정구 금정로91번길 8,카페,051-517-9073,516,129.086505353031,35.2329611285509
15967571,카페봉다,부산 금정구 금정로91번길 8,카페,051-512-1328,517,129.086487510955,35.2329506224693
10335198,무몽크,부산 금정구 금정로 90-1,카페,051-517-5298,456,129.08702262506202,35.23261698030938
23787904,올드플렛,부산 금정구 금정로 92,카페,070-7773-9718,457,129.087104519983,35.2326840548444
1811567821,몽슈슈앤크로체,부산 금정구 금정로 94,카페,,466,129.08723703749,35.2328836258191
719218171,크로체94,부산 금정구 금정로 94,카페,051-515-2694,469,129.08720199949,35.2328878348457
14714483,안녕카페,부산 금정구 장전온천천로83번길 24,카페,,433,129.087673673098,35.2327787687149
420490371,카페류,부산 금정구 장전온천천로 85-1,카페,051-512-6411,372,129.088879427548,35.2326858660718
23639615,세스트본,부산 금정구 중앙대로1660번길 14,카페,,353,129.092397471639,35.232307873758
21299950,쎄봉,부산 금정구 중앙대로1660번길 14,카페,,358,129.092455113171,35.2323285044217
1266182558,카페누베,부산 금정구 금정로 85-10,카페,,453,129.086368133794,35.2319776395954
23016998,인도나들이,부산 금정구 금정로 79-1,카페,,437,129.086494860572,35.2318655143061
1289854609,블루그로토,부산 금정구 장전온천천로73번길 14,카페,,322,129.088064798421,35.2317555254481
312031564,작업하는그녀,부산 금정구 금정로 77,카페,,424,129.086403213415,35.2315462862023
1313168783,궁금한카페,부산 금정구 금정로 77,카페,,424,129.086403213415,35.2315462862023
480903089,타로보는남자,부산 금정구 금정로 77,카페,010-7569-0188,425,129.086398914481,35.2315499649226
18186200,새미 부산대점,부산 금정구 금정로 80,카페,051-909-5222,395,129.086835491438,35.2316145276567
19857222,노스커피 부산대 부산은행점,부산 금정구 금정로 80,카페,070-7578-7460,396,129.086854071715,35.2316538576775
12422254,카페이레,부산 금정구 금정로 79,카페,051-904-9896,431,129.086469674191,35.2317397879937
16216349,카페아가미,부산 금정구 부산대학로 38,카페,051-518-4582,341,129.0873338344,35.2313464010422
1671973011,어떤여행,부산 금정구 부산대학로38번길 5,카페,0507-1451-3757,368,129.087082190778,35.2314696934753
352097710,카페도르,부산 금정구 부산대학로 30-10,카페,,314,129.087882869287,35.2315135529501
27305594,카페자리,부산 금정구 장전온천천로73번길 8,카페,,299,129.088401999143,35.231713659793
16317734,토즈모임센터 부산대점,부산 금정구 금정로 71,전문대행,051-514-0052,406,129.086269516407,35.2309574387911
13491642,카페루미 부산대점,부산 금정구 부산대학로 47,카페,,433,129.086041765882,35.2311560134874
117024638,미스터힐링 부산대역점,부산 금정구 부산대학로 29,카페,051-517-3211,259,129.088137710165,35.2310009081005
54054644,보노베리,부산 금정구 장전온천천로 67-1,카페,051-514-1421,212,129.088818251537,35.230985556731
2104991672,스트리트커피,부산 금정구 부산대학로 24,카페,,243,129.088599659323,35.2311983963869
16217577,나연커피숍,부산 금정구 무학송로 2,카페,051-582-1118,244,129.092314235241,35.2311198000423
21337563,엘프커피앤 수제케이크,부산 금정구 금정로68번길 5,카페,,354,129.086805940506,35.230804004624
11130090,스타벅스 부산대점,부산 금정구 금정로68번길 2,카페,051-517-1794,362,129.086625678576,35.2306268839683
22538491,콩꼬물 부산대점,부산 금정구 금정로 70,카페,051-583-3300,371,129.086622618467,35.2308504213339
