퇴근길,부산 금정구 부산대학로 30-10,"음식점 > 한식 > 육류,고기",051-512-0279,313,http://place.map.kakao.com/1826955313,129.087900434148,35.2315132498474
정든포차,부산 금정구 부산대학로 30-10,"음식점 > 술집 > 호프,요리주점",051-517-4006,313,http://place.map.kakao.com/1559881260,129.087896135286,35.2315169286185
폼프리츠 부산대점,부산 금정구 부산대학로 34-1,"음식점 > 술집 > 호프,요리주점",051-518-4427,321,http://place.map.kakao.com/19831674,129.087624208117,35.2313630188328
김피라 부산대점,부산 금정구 부산대학로38번길 2,음식점 > 분식,,347,http://place.map.kakao.com/26987628,129.087245917919,35.2313443131161
영달이두마리치킨 금정점,부산 금정구 장전온천천로73번길 23,음식점 > 치킨,051-581-9981,348,http://place.map.kakao.com/22929824,129.087517238934,35.2316460223773
아벡데프리츠 부산대점,부산 금정구 부산대학로38번길 10,"음식점 > 술집 > 호프,요리주점",070-8752-4527,357,http://place.map.kakao.com/340518615,129.087376258125,35.2316304317091
효원곰장어,부산 금정구 부산대학로38번길 10,"음식점 > 한식 > 해물,생선 > 장어",051-515-0903,357,http://place.map.kakao.com/17154292,129.087367383349,35.2316269802269
다이닝포차요기 부산대점,부산 금정구 부산대학로38번길 10,"음식점 > 술집 > 호프,요리주점",,358,http://place.map.kakao.com/27398521,129.087371959233,35.2316341104625
아키이자카야,부산 금정구 부산대학로38번길 12,음식점 > 술집 > 일본식주점,051-515-1450,363,http://place.map.kakao.com/27457321,129.08739183241,35.2317238823384
크라운닭발 부산대본점,부산 금정구 부산대학로38번길 12,"음식점 > 한식 > 육류,고기 > 닭요리",051-583-6539,363,http://place.map.kakao.com/2144907200,129.087392109404,35.2317346913269
순곱이네 부산대점,부산 금정구 부산대학로38번길 5,"음식점 > 한식 > 육류,고기 > 곱창,막창",,366,http://place.map.kakao.com/424674428,129.087085843456,35.2314407937527
더블린,부산 금정구 부산대학로38번길 14,음식점 > 술집 > 칵테일바,,372,http://place.map.kakao.com/984930846,129.087421965433,35.2318711506269
멘타쿠,부산 금정구 부산대학로38번길 14,음식점 > 일식 > 일본식라면,070-8286-9799,372,http://place.map.kakao.com/497756458,129.087422057766,35.2318747536229
청아대힘짱어구이꼼장어구이,부산 금정구 부산대학로38번길 14,"음식점 > 한식 > 해물,생선 > 장어",051-518-9582,375,http://place.map.kakao.com/16979497,129.087387297206,35.2318897716767
짬뽕상회 부산대점,부산 금정구 부산대학로38번길 9,음식점 > 중식 > 중화요리 > 짬뽕상회,051-513-3287,378,http://place.map.kakao.com/1083733368,129.087154152153,35.231706355054
코하루,부산 금정구 부산대학로38번길 16,음식점 > 일식 > 일본식라면,051-516-4392,379,http://place.map.kakao.com/843345495,129.087446783985,35.2319824647025
로꼬꼬싸롱,부산 금정구 부산대학로38번길 9,음식점 > 치킨,051-516-6662,379,http://place.map.kakao.com/27470291,129.087149853246,35.2317100337999
